train_code,train_number,normalized_train_number,corridor_type,route_code,service_type,line_group,direction,from_station,to_station,car_composition,ac_service,source_note
91392,WGN 2,WGN2,0,HARBOUR,SLOW,HARBOUR,UP,GMN,CSMTH,12_CAR,NON_AC,Special GMN code pattern
91393,WGN 1,WGN1,0,HARBOUR,SLOW,HARBOUR,DN,CSMTH,GMN,12_CAR,NON_AC,Special GMN code pattern
91394,WGN 4,WGN4,0,HARBOUR,SLOW,HARBOUR,UP,GMN,CSMTH,12_CAR,NON_AC,Special GMN code pattern
91395,WGN 3,WGN3,0,HARBOUR,SLOW,HARBOUR,DN,CSMTH,GMN,12_CAR,NON_AC,Special GMN code pattern
91396,WGN 6,WGN6,0,HARBOUR,SLOW,HARBOUR,UP,GMN,CSMTH,12_CAR,NON_AC,Special GMN code pattern
91491,WBO 1,WBO1,0,HARBOUR,SLOW,HARBOUR,DN,CSMTH,GMN,12_CAR,NON_AC,Special GMN code pattern
95001,KP 1,KP1,2,SE,FAST,SE,DN,CSMT,KHPI,12_CAR,NON_AC,
95002,KP 2,KP2,2,SE,FAST,SE,UP,KHPI,CSMT,12_CAR,NON_AC,
95003,KP 3,KP3,2,SE,FAST,SE,DN,CSMT,KHPI,12_CAR,NON_AC,
95004,KP 4,KP4,2,SE,FAST,SE,UP,KHPI,CSMT,12_CAR,NON_AC,
95005,KP 5,KP5,2,SE,FAST,SE,DN,CSMT,KHPI,12_CAR,NON_AC,
95006,KP 6,KP6,2,SE,FAST,SE,UP,KHPI,CSMT,12_CAR,NON_AC,
95007,KP 7,KP7,2,SE,FAST,SE,DN,CSMT,KHPI,12_CAR,NON_AC,
95008,KP 8,KP8,2,SE,FAST,SE,UP,KHPI,CSMT,12_CAR,NON_AC,
95009,KP 9,KP9,2,SE,FAST,SE,DN,CSMT,KHPI,12_CAR,NON_AC,
95010,KP 10,KP10,2,SE,FAST,SE,UP,KHPI,CSMT,12_CAR,NON_AC,
95011,KP 11,KP11,2,SE,FAST,SE,DN,CSMT,KHPI,12_CAR,NON_AC,
95012,KP 12,KP12,2,SE,FAST,SE,UP,KHPI,CSMT,12_CAR,NON_AC,
95013,KP 13,KP13,2,SE,FAST,SE,DN,CSMT,KHPI,12_CAR,NON_AC,
95015,KP 17,KP17,2,SE,FAST,SE,DN,CSMT,KHPI,12_CAR,NON_AC,
95101,S 5,S5,2,SE,FAST,SE,DN,CSMT,KJT,12_CAR,NON_AC,
95102,S 8,S8,2,SE,FAST,SE,UP,KJT,CSMT,12_CAR,NON_AC,
95103,S 7,S7,2,SE,FAST,SE,DN,CSMT,KJT,12_CAR,NON_AC,
95104,S 10,S10,2,SE,FAST,SE,UP,KJT,CSMT,12_CAR,NON_AC,
95105,S 9,S9,2,SE,FAST,SE,DN,CSMT,KJT,12_CAR,NON_AC,
95106,S 12,S12,2,SE,FAST,SE,UP,KJT,CSMT,12_CAR,NON_AC,
95107,S 11,S11,2,SE,FAST,SE,DN,CSMT,KJT,12_CAR,NON_AC,
95108,S 14,S14,2,SE,FAST,SE,UP,KJT,CSMT,12_CAR,NON_AC,
95109,S 13,S13,2,SE,FAST,SE,DN,CSMT,KJT,12_CAR,NON_AC,
95110,S 16,S16,2,SE,FAST,SE,UP,KJT,CSMT,12_CAR,NON_AC,
95111,S 15,S15,2,SE,FAST,SE,DN,CSMT,KJT,12_CAR,NON_AC,
95112,S 18,S18,2,SE,FAST,SE,UP,KJT,CSMT,12_CAR,NON_AC,
95113,S 17,S17,2,SE,FAST,SE,DN,CSMT,KJT,12_CAR,NON_AC,
95114,S 20,S20,2,SE,FAST,SE,UP,KJT,CSMT,12_CAR,NON_AC,
95115,S 19,S19,2,SE,FAST,SE,DN,CSMT,KJT,12_CAR,NON_AC,
95116,S 22,S22,2,SE,FAST,SE,UP,KJT,CSMT,12_CAR,NON_AC,
95117,S 21,S21,2,SE,FAST,SE,DN,CSMT,KJT,12_CAR,NON_AC,
95118,S 24,S24,2,SE,FAST,SE,UP,KJT,CSMT,12_CAR,NON_AC,
95119,S 23,S23,2,SE,FAST,SE,DN,CSMT,KJT,12_CAR,NON_AC,
95120,S 26,S26,2,SE,FAST,SE,UP,KJT,CSMT,12_CAR,NON_AC,
95121,S 25,S25,2,SE,FAST,SE,DN,CSMT,KJT,12_CAR,NON_AC,
95122,S 28,S28,2,SE,FAST,SE,UP,KJT,CSMT,12_CAR,NON_AC,
95123,S 27,S27,2,SE,FAST,SE,DN,CSMT,KJT,12_CAR,NON_AC,
95124,S 30,S30,2,SE,FAST,SE,UP,KJT,CSMT,12_CAR,NON_AC,
95125,S 29,S29,2,SE,FAST,SE,DN,CSMT,KJT,12_CAR,NON_AC,
95126,S 32,S32,2,SE,FAST,SE,UP,KJT,CSMT,12_CAR,NON_AC,
95127,S 31,S31,2,SE,FAST,SE,DN,CSMT,KJT,12_CAR,NON_AC,
95128,S 34,S34,2,SE,FAST,SE,UP,KJT,CSMT,12_CAR,NON_AC,
95129,S 33,S33,2,SE,FAST,SE,DN,CSMT,KJT,15_CAR,NON_AC,
95130,S 36,S36,2,SE,FAST,SE,UP,KJT,CSMT,12_CAR,NON_AC,
95131,S 35,S35,2,SE,FAST,SE,DN,CSMT,KJT,12_CAR,NON_AC,
95132,S 38,S38,2,SE,FAST,SE,UP,KJT,CSMT,12_CAR,NON_AC,
95133,S 37,S37,2,SE,FAST,SE,DN,CSMT,KJT,12_CAR,NON_AC,
95134,S 40,S40,2,SE,FAST,SE,UP,KJT,CSMT,12_CAR,NON_AC,
95135,S 39,S39,2,SE,FAST,SE,DN,CSMT,KJT,12_CAR,NON_AC,
95136,S 42,S42,2,SE,FAST,SE,UP,KJT,CSMT,12_CAR,NON_AC,
95138,S 44,S44,2,SE,FAST,SE,UP,KJT,CSMT,12_CAR,NON_AC,
95140,S 46,S46,2,SE,FAST,SE,UP,KJT,CSMT,12_CAR,NON_AC,
95142,S 48,S48,2,SE,FAST,SE,UP,KJT,CSMT,15_CAR,NON_AC,
95144,S 50,S50,2,SE,FAST,SE,UP,KJT,CSMT,12_CAR,NON_AC,
95146,S 54,S54,2,SE,FAST,SE,UP,KJT,CSMT,12_CAR,NON_AC,
95201,BL 1,BL1,2,SE,FAST,SE,DN,CSMT,BUD,12_CAR,NON_AC,
95202,BL 8,BL8,2,SE,FAST,SE,UP,BUD,CSMT,12_CAR,NON_AC,
95203,BL 3,BL3,2,SE,FAST,SE,DN,CSMT,BUD,12_CAR,NON_AC,
95204,BL 10,BL10,2,SE,FAST,SE,UP,BUD,CSMT,12_CAR,NON_AC,
95205,BL 5,BL5,2,SE,FAST,SE,DN,CSMT,BUD,12_CAR,NON_AC,
95206,BL 12,BL12,2,SE,FAST,SE,UP,BUD,CSMT,12_CAR,NON_AC,
95207,BL 7,BL7,2,SE,FAST,SE,DN,CSMT,BUD,12_CAR,NON_AC,
95208,BL 16,BL16,2,SE,FAST,SE,UP,BUD,CSMT,12_CAR,NON_AC,
95209,BL 9,BL9,2,SE,FAST,SE,DN,CSMT,BUD,12_CAR,NON_AC,
95210,BL 20,BL20,2,SE,FAST,SE,UP,BUD,CSMT,12_CAR,NON_AC,
95211,BL 11,BL11,2,SE,FAST,SE,DN,CSMT,BUD,12_CAR,NON_AC,
95212,BL 30,BL30,2,SE,FAST,SE,UP,BUD,CSMT,12_CAR,NON_AC,
95213,BL 13,BL13,2,SE,FAST,SE,DN,CSMT,BUD,12_CAR,NON_AC,
95214,DBL 2,DBL2,2,SE,FAST,SE,UP,BUD,DR,12_CAR,AC,
95215,BL 15,BL15,2,SE,FAST,SE,DN,CSMT,BUD,12_CAR,NON_AC,
95216,BL 32,BL32,2,SE,FAST,SE,UP,BUD,CSMT,12_CAR,NON_AC,
95217,BL 17,BL17,2,SE,FAST,SE,DN,CSMT,BUD,12_CAR,NON_AC,
95218,DBL 4,DBL4,2,SE,FAST,SE,UP,BUD,DR,12_CAR,AC,
95219,BL 19,BL19,2,SE,FAST,SE,DN,CSMT,BUD,12_CAR,NON_AC,
95220,BL 34,BL34,2,SE,FAST,SE,UP,BUD,CSMT,12_CAR,NON_AC,
95221,DBL 1,DBL1,2,SE,FAST,SE,DN,DR,BUD,12_CAR,AC,
95222,BL 36,BL36,2,SE,FAST,SE,UP,BUD,CSMT,12_CAR,NON_AC,
95223,BL 21,BL21,2,SE,FAST,SE,DN,CSMT,BUD,12_CAR,NON_AC,
95224,BL 38,BL38,2,SE,FAST,SE,UP,BUD,CSMT,12_CAR,NON_AC,
95225,DBL 3,DBL3,2,SE,FAST,SE,DN,DR,BUD,12_CAR,AC,
95226,BL 40,BL40,2,SE,FAST,SE,UP,BUD,CSMT,12_CAR,NON_AC,
95227,BL 23,BL23,2,SE,FAST,SE,DN,CSMT,BUD,12_CAR,NON_AC,
95228,BL 42,BL42,2,SE,FAST,SE,UP,BUD,CSMT,12_CAR,NON_AC,
95229,BL 25,BL25,2,SE,FAST,SE,DN,CSMT,BUD,12_CAR,NON_AC,
95230,BL 44,BL44,2,SE,FAST,SE,UP,BUD,CSMT,15_CAR,NON_AC,
95231,BL 31,BL31,2,SE,FAST,SE,DN,CSMT,BUD,15_CAR,NON_AC,
95232,BL 46,BL46,2,SE,FAST,SE,UP,BUD,CSMT,12_CAR,NON_AC,
95233,BL 33,BL33,2,SE,FAST,SE,DN,CSMT,BUD,12_CAR,NON_AC,
95234,BL 48,BL48,2,SE,FAST,SE,UP,BUD,CSMT,12_CAR,NON_AC,
95235,BL 35,BL35,2,SE,FAST,SE,DN,CSMT,BUD,12_CAR,NON_AC,
95236,BL 50,BL50,2,SE,FAST,SE,UP,BUD,CSMT,12_CAR,NON_AC,
95237,BL 37,BL37,2,SE,FAST,SE,DN,CSMT,BUD,12_CAR,NON_AC,
95238,BL 52,BL52,2,SE,FAST,SE,UP,BUD,CSMT,12_CAR,NON_AC,
95239,BL 39,BL39,2,SE,FAST,SE,DN,CSMT,BUD,12_CAR,NON_AC,
95240,BL 54,BL54,2,SE,FAST,SE,UP,BUD,CSMT,12_CAR,NON_AC,
95241,BL 41,BL41,2,SE,FAST,SE,DN,CSMT,BUD,12_CAR,NON_AC,
95242,BL 56,BL56,2,SE,FAST,SE,UP,BUD,CSMT,12_CAR,NON_AC,
95243,BL 43,BL43,2,SE,FAST,SE,DN,CSMT,BUD,12_CAR,NON_AC,
95244,BL 60,BL60,2,SE,FAST,SE,UP,BUD,CSMT,12_CAR,NON_AC,
95245,BL 45,BL45,2,SE,FAST,SE,DN,CSMT,BUD,12_CAR,NON_AC,
95246,BL 64,BL64,2,SE,FAST,SE,UP,BUD,CSMT,12_CAR,NON_AC,
95247,BL 57,BL57,2,SE,FAST,SE,DN,CSMT,BUD,12_CAR,NON_AC,
95248,BL 66,BL66,2,SE,FAST,SE,UP,BUD,CSMT,12_CAR,NON_AC,
95301,DA 1,DA1,2,SE,FAST,SE,DN,DR,ABH,12_CAR,NON_AC,
95302,A 12,A12,2,SE,FAST,SE,UP,ABH,CSMT,12_CAR,NON_AC,
95303,A 9,A9,2,SE,FAST,SE,DN,CSMT,ABH,12_CAR,NON_AC,
95304,A 14,A14,2,SE,FAST,SE,UP,ABH,CSMT,12_CAR,NON_AC,
95305,A 11,A11,2,SE,FAST,SE,DN,CSMT,ABH,15_CAR,NON_AC,
95306,A 16,A16,2,SE,FAST,SE,UP,ABH,CSMT,15_CAR,NON_AC,
95307,A 13,A13,2,SE,FAST,SE,DN,CSMT,ABH,12_CAR,AC,
95308,A 18,A18,2,SE,FAST,SE,UP,ABH,CSMT,12_CAR,NON_AC,
95309,A 15,A15,2,SE,FAST,SE,DN,CSMT,ABH,12_CAR,NON_AC,
95310,A 20,A20,2,SE,FAST,SE,UP,ABH,CSMT,12_CAR,NON_AC,
95311,A 17,A17,2,SE,FAST,SE,DN,CSMT,ABH,12_CAR,NON_AC,
95312,A 22,A22,2,SE,FAST,SE,UP,ABH,CSMT,12_CAR,NON_AC,
95313,A 19,A19,2,SE,FAST,SE,DN,CSMT,ABH,12_CAR,NON_AC,
95314,A 24,A24,2,SE,FAST,SE,UP,ABH,CSMT,12_CAR,NON_AC,
95315,A 21,A21,2,SE,FAST,SE,DN,CSMT,ABH,12_CAR,NON_AC,
95316,A 26,A26,2,SE,FAST,SE,UP,ABH,CSMT,12_CAR,NON_AC,
95317,DA 3,DA3,2,SE,FAST,SE,DN,DR,ABH,12_CAR,NON_AC,
95318,DA 2,DA2,2,SE,FAST,SE,UP,ABH,DR,12_CAR,NON_AC,
95319,A 35,A35,2,SE,FAST,SE,DN,CSMT,ABH,12_CAR,NON_AC,
95320,A 42,A42,2,SE,FAST,SE,UP,ABH,CSMT,12_CAR,NON_AC,
95321,A 39,A39,2,SE,SEMI_FAST,SE,DN,CSMT,ABH,12_CAR,AC,"semi-fast markers: KOPR,THK"
95322,A 44,A44,2,SE,FAST,SE,UP,ABH,CSMT,12_CAR,NON_AC,
95323,A 41,A41,2,SE,FAST,SE,DN,CSMT,ABH,12_CAR,NON_AC,
95324,A 46,A46,2,SE,FAST,SE,UP,ABH,CSMT,12_CAR,AC,
95325,A 43,A43,2,SE,FAST,SE,DN,CSMT,ABH,12_CAR,NON_AC,
95326,A 48,A48,2,SE,FAST,SE,UP,ABH,CSMT,12_CAR,NON_AC,
95327,A 45,A45,2,SE,FAST,SE,DN,CSMT,ABH,12_CAR,NON_AC,
95328,DA 4,DA4,2,SE,FAST,SE,UP,ABH,DR,12_CAR,NON_AC,
95329,DA 5,DA5,2,SE,FAST,SE,DN,DR,ABH,12_CAR,AC,
95330,A 50,A50,2,SE,FAST,SE,UP,ABH,CSMT,12_CAR,NON_AC,
95331,A 49,A49,2,SE,FAST,SE,DN,CSMT,ABH,12_CAR,NON_AC,
95332,A 52,A52,2,SE,FAST,SE,UP,ABH,CSMT,12_CAR,NON_AC,
95333,A 55,A55,2,SE,FAST,SE,DN,CSMT,ABH,12_CAR,NON_AC,
95334,DA 6,DA6,2,SE,FAST,SE,UP,ABH,DR,12_CAR,NON_AC,
95335,A 59,A59,2,SE,FAST,SE,DN,CSMT,ABH,15_CAR,NON_AC,A28/A59 train codes and fast conversion department-confirmed 2026-07
95336,DA 8,DA8,2,SE,FAST,SE,UP,ABH,DR,12_CAR,AC,
95338,DA 10,DA10,2,SE,FAST,SE,UP,ABH,DR,12_CAR,NON_AC,
95340,A 56,A56,2,SE,FAST,SE,UP,ABH,CSMT,12_CAR,NON_AC,
95342,A 58,A58,2,SE,FAST,SE,UP,ABH,CSMT,12_CAR,AC,
95344,A 60,A60,2,SE,FAST,SE,UP,ABH,CSMT,12_CAR,NON_AC,
95346,A 28,A28,2,SE,FAST,SE,UP,ABH,CSMT,15_CAR,NON_AC,A28/A59 train codes and fast conversion department-confirmed 2026-07
95401,N 7,N7,2,NE,FAST,NE,DN,CSMT,KSRA,12_CAR,NON_AC,
95402,N 6,N6,2,NE,FAST,NE,UP,KSRA,CSMT,12_CAR,NON_AC,
95403,N 9,N9,2,NE,FAST,NE,DN,CSMT,KSRA,12_CAR,NON_AC,
95404,N 8,N8,2,NE,FAST,NE,UP,KSRA,CSMT,12_CAR,NON_AC,
95405,N 11,N11,2,NE,FAST,NE,DN,CSMT,KSRA,12_CAR,NON_AC,
95406,N 10,N10,2,NE,FAST,NE,UP,KSRA,CSMT,12_CAR,NON_AC,
95407,N 13,N13,2,NE,FAST,NE,DN,CSMT,KSRA,12_CAR,NON_AC,
95408,N 12,N12,2,NE,SEMI_FAST,NE,UP,KSRA,CSMT,12_CAR,NON_AC,"semi-fast markers: THK,KOPR"
95409,N 15,N15,2,NE,FAST,NE,DN,CSMT,KSRA,12_CAR,NON_AC,
95410,N 14,N14,2,NE,FAST,NE,UP,KSRA,CSMT,12_CAR,NON_AC,
95411,N 17,N17,2,NE,FAST,NE,DN,CSMT,KSRA,12_CAR,NON_AC,
95412,N 16,N16,2,NE,FAST,NE,UP,KSRA,CSMT,12_CAR,NON_AC,
95413,N 21,N21,2,NE,FAST,NE,DN,CSMT,KSRA,12_CAR,NON_AC,
95414,N 18,N18,2,NE,FAST,NE,UP,KSRA,CSMT,12_CAR,NON_AC,
95415,N 25,N25,2,NE,SEMI_FAST,NE,DN,CSMT,KSRA,12_CAR,NON_AC,"semi-fast markers: KOPR,THK"
95416,N 20,N20,2,NE,FAST,NE,UP,KSRA,CSMT,12_CAR,NON_AC,
95417,N 27,N27,2,NE,FAST,NE,DN,CSMT,KSRA,12_CAR,NON_AC,
95418,N 22,N22,2,NE,FAST,NE,UP,KSRA,CSMT,12_CAR,NON_AC,
95419,N 29,N29,2,NE,FAST,NE,DN,CSMT,KSRA,12_CAR,NON_AC,
95420,N 24,N24,2,NE,FAST,NE,UP,KSRA,CSMT,12_CAR,NON_AC,
95421,N 31,N31,2,NE,FAST,NE,DN,CSMT,KSRA,12_CAR,NON_AC,
95422,N 26,N26,2,NE,FAST,NE,UP,KSRA,CSMT,12_CAR,NON_AC,
95423,N 35,N35,2,NE,FAST,NE,DN,CSMT,KSRA,12_CAR,NON_AC,
95424,N 28,N28,2,NE,FAST,NE,UP,KSRA,CSMT,12_CAR,NON_AC,
95426,N 30,N30,2,NE,FAST,NE,UP,KSRA,CSMT,12_CAR,NON_AC,
95428,N 32,N32,2,NE,FAST,NE,UP,KSRA,CSMT,12_CAR,NON_AC,
95430,N 34,N34,2,NE,FAST,NE,UP,KSRA,CSMT,12_CAR,NON_AC,
95501,AN 5,AN5,2,NE,FAST,NE,DN,CSMT,ASO,12_CAR,NON_AC,
95502,AN 6,AN6,2,NE,FAST,NE,UP,ASO,CSMT,12_CAR,NON_AC,
95503,AN 9,AN9,2,NE,FAST,NE,DN,CSMT,ASO,12_CAR,NON_AC,
95504,AN 8,AN8,2,NE,FAST,NE,UP,ASO,CSMT,12_CAR,NON_AC,
95505,AN 11,AN11,2,NE,FAST,NE,DN,CSMT,ASO,12_CAR,NON_AC,
95506,AN 16,AN16,2,NE,FAST,NE,UP,ASO,CSMT,12_CAR,NON_AC,
95507,AN 15,AN15,2,NE,FAST,NE,DN,CSMT,ASO,12_CAR,NON_AC,
95508,AN 18,AN18,2,NE,FAST,NE,UP,ASO,CSMT,12_CAR,NON_AC,
95509,AN 19,AN19,2,NE,FAST,NE,DN,CSMT,ASO,12_CAR,NON_AC,
95510,AN 20,AN20,2,NE,FAST,NE,UP,ASO,CSMT,12_CAR,NON_AC,
95511,AN 21,AN21,2,NE,FAST,NE,DN,CSMT,ASO,12_CAR,NON_AC,
95512,AN 22,AN22,2,NE,FAST,NE,UP,ASO,CSMT,12_CAR,NON_AC,
95513,AN 23,AN23,2,NE,FAST,NE,DN,CSMT,ASO,12_CAR,NON_AC,
95514,AN 26,AN26,2,NE,FAST,NE,UP,ASO,CSMT,12_CAR,NON_AC,
95515,AN 25,AN25,2,NE,FAST,NE,DN,CSMT,ASO,12_CAR,NON_AC,
95516,AN 30,AN30,2,NE,FAST,NE,UP,ASO,CSMT,12_CAR,NON_AC,
95517,AN 27,AN27,2,NE,SEMI_FAST,NE,DN,CSMT,ASO,12_CAR,NON_AC,"semi-fast markers: KOPR,THK"
95601,TL 11,TL11,2,NE,FAST,NE,DN,CSMT,TLA,12_CAR,NON_AC,
95602,TL 14,TL14,2,NE,FAST,NE,UP,TLA,CSMT,12_CAR,NON_AC,
95603,TL 13,TL13,2,NE,FAST,NE,DN,CSMT,TLA,12_CAR,NON_AC,
95604,TL 20,TL20,2,MAIN,SEMI_FAST,MAIN,UP,KYN,CSMT,12_CAR,NON_AC,"present in Fast Locals.csv but missing in train_corridor_map.csv; route inferred as MAIN from halt sequence; semi-fast markers: THK,KOPR"
95605,TL 15,TL15,2,NE,FAST,NE,DN,CSMT,TLA,12_CAR,NON_AC,
95606,TL 24,TL24,2,NE,FAST,NE,UP,TLA,CSMT,12_CAR,NON_AC,
95607,TL 19,TL19,2,NE,FAST,NE,DN,CSMT,TLA,12_CAR,NON_AC,
95608,TL 48,TL48,2,NE,FAST,NE,UP,TLA,CSMT,12_CAR,NON_AC,
95609,TL 21,TL21,2,NE,SEMI_FAST,NE,DN,CSMT,TLA,12_CAR,NON_AC,"semi-fast markers: KOPR,THK"
95610,TL 50,TL50,2,NE,FAST,NE,UP,TLA,CSMT,12_CAR,AC,
95611,DTL 1,DTL1,2,NE,FAST,NE,DN,DR,TLA,12_CAR,AC,
95612,TL 52,TL52,2,NE,FAST,NE,UP,TLA,CSMT,12_CAR,NON_AC,
95613,TL 41,TL41,2,NE,FAST,NE,DN,CSMT,TLA,12_CAR,NON_AC,
95614,TL 54,TL54,2,NE,FAST,NE,UP,TLA,CSMT,12_CAR,NON_AC,
95615,TL 43,TL43,2,NE,FAST,NE,DN,CSMT,TLA,12_CAR,NON_AC,
95616,TL 56,TL56,2,NE,FAST,NE,UP,TLA,CSMT,12_CAR,NON_AC,
95617,TL 45,TL45,2,NE,FAST,NE,DN,CSMT,TLA,12_CAR,NON_AC,
95619,TL 47,TL47,2,NE,FAST,NE,DN,CSMT,TLA,12_CAR,NON_AC,
95621,TL 49,TL49,2,NE,FAST,NE,DN,CSMT,TLA,12_CAR,NON_AC,
95623,TL 51,TL51,2,NE,FAST,NE,DN,CSMT,TLA,12_CAR,NON_AC,
95701,K 3,K3,2,MAIN,FAST,MAIN,DN,CSMT,KYN,12_CAR,AC,
95702,K 12,K12,2,MAIN,FAST,MAIN,UP,KYN,CSMT,12_CAR,AC,
95703,K 5,K5,2,MAIN,FAST,MAIN,DN,CSMT,KYN,15_CAR,NON_AC,
95704,K 18,K18,2,MAIN,FAST,MAIN,UP,KYN,CSMT,15_CAR,NON_AC,
95705,K 11,K11,2,MAIN,FAST,MAIN,DN,CSMT,KYN,15_CAR,NON_AC,
95706,DK 2,DK2,2,MAIN,SEMI_FAST,MAIN,UP,KYN,DR,12_CAR,NON_AC,"semi-fast markers: THK,KOPR"
95707,K 17,K17,2,MAIN,FAST,MAIN,DN,CSMT,KYN,12_CAR,AC,
95708,K 24,K24,2,MAIN,SEMI_FAST,MAIN,UP,KYN,CSMT,12_CAR,NON_AC,"semi-fast markers: THK,KOPR"
95709,K 23,K23,2,MAIN,FAST,MAIN,DN,CSMT,KYN,15_CAR,NON_AC,
95710,K 30,K30,2,MAIN,SEMI_FAST,MAIN,UP,KYN,CSMT,12_CAR,NON_AC,"semi-fast markers: THK,KOPR"
95711,K 27,K27,2,MAIN,FAST,MAIN,DN,CSMT,KYN,12_CAR,AC,
95712,K 34,K34,2,MAIN,FAST,MAIN,UP,KYN,CSMT,15_CAR,NON_AC,
95713,K 37,K37,2,MAIN,FAST,MAIN,DN,CSMT,KYN,12_CAR,AC,
95714,K 38,K38,2,MAIN,FAST,MAIN,UP,KYN,CSMT,12_CAR,AC,
95715,DK 1,DK1,2,MAIN,FAST,MAIN,DN,DR,KYN,15_CAR,NON_AC,
95716,K 36,K36,2,MAIN,SEMI_FAST,MAIN,UP,KYN,CSMT,12_CAR,NON_AC,"semi-fast markers: THK,KOPR"
95717,K 53,K53,2,MAIN,FAST,MAIN,DN,CSMT,KYN,15_CAR,NON_AC,
95718,K 40,K40,2,MAIN,SEMI_FAST,MAIN,UP,KYN,CSMT,12_CAR,NON_AC,"semi-fast markers: THK,KOPR"
95719,K 61,K61,2,MAIN,FAST,MAIN,DN,CSMT,KYN,15_CAR,NON_AC,
95720,DK 4,DK4,2,MAIN,FAST,MAIN,UP,KYN,DR,15_CAR,NON_AC,
95721,K 79,K79,2,MAIN,FAST,MAIN,DN,CSMT,KYN,15_CAR,NON_AC,
95722,K 46,K46,2,MAIN,SEMI_FAST,MAIN,UP,KYN,CSMT,12_CAR,NON_AC,"semi-fast markers: THK,KOPR"
95723,K 87,K87,2,MAIN,FAST,MAIN,DN,CSMT,KYN,12_CAR,AC,
95724,DK 6,DK6,2,MAIN,FAST,MAIN,UP,KYN,DR,12_CAR,AC,
95725,DK 3,DK3,2,MAIN,FAST,MAIN,DN,DR,KYN,15_CAR,NON_AC,
95726,DK 8,DK8,2,MAIN,FAST,MAIN,UP,KYN,DR,12_CAR,AC,
95727,K 95,K95,2,MAIN,SEMI_FAST,MAIN,DN,CSMT,KYN,12_CAR,NON_AC,"semi-fast markers: KOPR,THK"
95728,K 54,K54,2,MAIN,FAST,MAIN,UP,KYN,CSMT,15_CAR,NON_AC,
95729,DK 5,DK5,2,MAIN,SEMI_FAST,MAIN,DN,DR,KYN,12_CAR,NON_AC,"semi-fast markers: KOPR,THK"
95730,K 64,K64,2,MAIN,FAST,MAIN,UP,KYN,CSMT,15_CAR,NON_AC,
95731,K 101,K101,2,MAIN,SEMI_FAST,MAIN,DN,CSMT,KYN,12_CAR,NON_AC,"semi-fast markers: KOPR,THK"
95732,K 70,K70,2,MAIN,FAST,MAIN,UP,KYN,CSMT,15_CAR,NON_AC,
95733,K 107,K107,2,MAIN,FAST,MAIN,DN,CSMT,KYN,12_CAR,AC,
95734,DK 10,DK10,2,MAIN,FAST,MAIN,UP,KYN,DR,15_CAR,NON_AC,
95735,K 109,K109,2,MAIN,SEMI_FAST,MAIN,DN,CSMT,KYN,12_CAR,NON_AC,"semi-fast markers: KOPR,THK"
95736,K 92,K92,2,MAIN,FAST,MAIN,UP,KYN,CSMT,12_CAR,NON_AC,
95737,DK 7,DK7,2,MAIN,SEMI_FAST,MAIN,DN,DR,KYN,12_CAR,NON_AC,"semi-fast markers: KOPR,THK"
95738,K 96,K96,2,MAIN,FAST,MAIN,UP,KYN,CSMT,12_CAR,AC,
95739,K 117,K117,2,MAIN,FAST,MAIN,DN,CSMT,KYN,15_CAR,NON_AC,
95740,K 102,K102,2,MAIN,FAST,MAIN,UP,KYN,CSMT,12_CAR,NON_AC,
95741,K 129,K129,2,MAIN,SEMI_FAST,MAIN,DN,CSMT,KYN,12_CAR,AC,"semi-fast markers: KJRD,NHU,KOPR,THK"
95742,K 108,K108,2,MAIN,FAST,MAIN,UP,KYN,CSMT,15_CAR,NON_AC,
95743,DK 9,DK9,2,MAIN,FAST,MAIN,DN,DR,KYN,15_CAR,NON_AC,
95744,K 110,K110,2,MAIN,SEMI_FAST,MAIN,UP,KYN,CSMT,12_CAR,NON_AC,"semi-fast markers: THK,KOPR"
95746,DK 12,DK12,2,MAIN,FAST,MAIN,UP,KYN,DR,15_CAR,NON_AC,
95748,K 138,K138,2,MAIN,FAST,MAIN,UP,KYN,CSMT,15_CAR,NON_AC,
95801,DL 17,DL17,2,MAIN,FAST,MAIN,DN,CSMT,DI,15_CAR,NON_AC,
95802,DL 4,DL4,2,MAIN,FAST,MAIN,UP,DI,CSMT,15_CAR,NON_AC,
95803,DL 35,DL35,2,MAIN,SEMI_FAST,MAIN,DN,CSMT,DI,12_CAR,NON_AC,semi-fast markers: KOPR
95804,DL 10,DL10,2,MAIN,SEMI_FAST,MAIN,UP,DI,CSMT,12_CAR,NON_AC,semi-fast markers: KOPR
95901,T 15,T15,2,MAIN,FAST,MAIN,DN,CSMT,TNA,12_CAR,AC,
95902,T 10,T10,2,MAIN,FAST,MAIN,UP,TNA,CSMT,12_CAR,NON_AC,
95903,T 25,T25,2,MAIN,FAST,MAIN,DN,CSMT,TNA,12_CAR,NON_AC,
95904,T 28,T28,2,MAIN,FAST,MAIN,UP,TNA,CSMT,12_CAR,AC,
95905,T 29,T29,2,MAIN,FAST,MAIN,DN,CSMT,TNA,12_CAR,NON_AC,
95906,T 32,T32,2,MAIN,FAST,MAIN,UP,TNA,CSMT,12_CAR,NON_AC,
95907,T 37,T37,2,MAIN,FAST,MAIN,DN,CSMT,TNA,15_CAR,NON_AC,
95908,T 42,T42,2,MAIN,FAST,MAIN,UP,TNA,CSMT,12_CAR,AC,
95909,DT 1,DT1,2,MAIN,FAST,MAIN,DN,CSMT,TNA,12_CAR,AC,
